Id,salePrice
1968,382485.1186
1969,383076.9383
1970,400700.8123
1971,440537.9339
1972,366177.0622
1973,272711.9986
1974,334116.264
1975,438055.4002
1976,251797.6056
1977,333094.9668
1978,343520.2218
1979,306629.5299
1980,185795.4727
1981,333198.9535
1982,207179.5714
1983,197124.6903
1984,178801.5337
1985,227254.1998
1986,210617.1222
1987,215910.5145
1988,183976.6992
1989,205256.6458
1990,221460.4251
1991,200479.3891
1992,222958.9349
1993,186144.7316
1994,235236.7783
1995,190087.3786
1996,250914.9135
1997,330932.3252
1998,274963.6097
1999,279468.0183
2000,289913.0736
2001,256811.1036
2002,258276.1011
2003,248582.3322
2004,261041.5602
2005,247299.4458
2006,213318.4236
2007,241748.9201
2008,202448.4777
2009,213414.7904
2010,216183.3569
2011,156667.6524
2012,194088.09
2013,184767.3149
2014,188922.5109
2015,209191.1143
2016,205368.7184
2017,205488.0234
2018,120011.6468
2019,134179.4854
2020,108788.9456
2021,102089.1751
2022,174198.5457
2023,135876.6037
2024,253775.8717
2025,333000.5339
2026,177607.7246
2027,158032.3435
2028,168551.2845
2029,153366.3092
2030,267811.2893
2031,256294.4534
2032,288770.3483
2033,262466.8264
2034,168426.6329
2035,209210.8982
2036,196518.0963
2037,197678.2712
2038,340385.26
2039,222921.2719
2040,305131.053
2041,315823.3424
2042,209930.8317
2043,159186.707
2044,178026.7586
2045,203092.4409
2046,140051.9125
2047,136963.994
2048,144324.0898
2049,138164.7222
2050,179541.8278
2051,0
2052,128476.6137
2053,141053.6455
2054,80064.17611
2055,153858.5251
2056,157569.3533
2057,107007.5013
2058,209503.2833
2059,121999.7249
2060,176011.0116
2061,173032.9987
2062,124731.8148
2063,118225.9123
2064,135949.1996
2065,110623.5923
2066,179817.9743
2067,0
2068,140951.4919
2069,0
2070,107514.6726
2071,92926.17564
2072,138240.6243
2073,126715.249
2074,176189.2397
2075,172054.7653
2076,116100.6486
2077,147138.1272
2078,111633.3772
2079,138403.2083
2080,125988.0652
2081,114769.67
2082,133236.5684
2083,148760.2274
2084,111202.2071
2085,115922.9369
2086,159565.7307
2087,123774.9902
2088,100787.2579
2089,70928.65758
2090,144223.9014
2091,96621.95065
2092,135314.3011
2093,153169.7613
2094,134855.5122
2095,142510.9425
2096,92037.72212
2097,86884.30365
2098,135880.593
2099,34269.904
2100,74088.7845
2101,104563.6313
2102,151485.1374
2103,90012.08158
2104,155601.9439
2105,136907.8812
2106,19985.51204
2107,208219.4507
2108,130160.7464
2109,109640.7092
2110,130183.6013
2111,175074.7514
2112,131039.6328
2113,111466.7133
2114,130135.13
2115,155323.814
2116,109920.9982
2117,152333.9789
2118,129572.2051
2119,104524.576
2120,115735.9645
2121,0
2122,95323.97001
2123,0
2124,182933.9322
2125,141968.6672
2126,143281.4101
2127,161846.1912
2128,154179.6425
2129,122330.3491
2130,144982.9204
2131,170506.2336
2132,116170.2631
2133,127547.3195
2134,132879.4183
2135,107912.0304
2136,47874.30807
2137,123177.1115
2138,132951.6494
2139,143327.4817
2140,136847.1981
2141,168514.1825
2142,123722.7293
2143,136927.3519
2144,98072.74705
2145,139803.8683
2146,201438.8384
2147,172050.1367
2148,149627.8174
2149,137730.1096
2150,234038.491
2151,120407.261
2152,181978.3844
2153,163484.977
2154,81541.62415
2155,159310.1837
2156,256409.1261
2157,226470.4428
2158,232511.605
2159,233427.3376
2160,187776.8431
2161,243850.7908
2162,365078.6883
2163,361014.5703
2164,244941.3371
2165,220752.8915
2166,150065.1838
2167,223182.3937
2168,198339.7606
2169,210077.8727
2170,225352.3118
2171,157103.9595
2172,143394.8652
2173,176129.5253
2174,236601.088
2175,270115.8451
2176,308121.7228
2177,245289.8588
2178,232867.2945
2179,148294.4078
2180,217996.1421
2181,208551.2276
2182,223782.1209
2183,208383.0503
2184,116431.0177
2185,137366.9768
2186,150564.7309
2187,150643.7439
2188,163902.2013
2189,0
2190,0
2191,0
2192,79173.57085
2193,135433.5876
2194,0
2195,94895.25724
2196,139026.3716
2197,101185.3349
2198,177299.312
2199,182760.8464
2200,135883.6269
2201,120408.6938
2202,197606.1771
2203,121384.0696
2204,150837.2099
2205,99772.47131
2206,127469.0235
2207,199845.8047
2208,241337.5516
2209,182961.9279
2210,105358.42
2211,134422.7668
2212,115458.5285
2213,100904.2347
2214,147777.6303
2215,110230.4358
2216,152600.2197
2217,0
2218,0
2219,0
2220,73520.01987
2221,323921.3328
2222,293143.4992
2223,301612.7702
2224,220413.9166
2225,0
2226,168128.0587
2227,208387.6906
2228,300666.4527
2229,246123.1715
2230,151990.5004
2231,215117.5764
2232,178365.5523
2233,184799.5577
2234,265304.9054
2235,246593.9571
2236,252391.1607
2237,310871.563
2238,204858.8359
2239,128309.7082
2240,180487.9388
2241,130197.0306
2242,112694.1933
2243,125862.8456
2244,94552.32986
2245,108731.3699
2246,142152.6234
2247,119692.5893
2248,118301.1424
2249,115352.9279
2250,124232.5081
2251,117114.7284
2252,180221.4192
2253,160297.6449
2254,177075.0067
2255,190702.3751
2256,192224.2615
2257,211246.8699
2258,171269.9619
2259,172755.6212
2260,163519.5922
2261,211980.8917
2262,218371.7523
2263,362306.7735
2264,379326.2978
2265,195018.8721
2266,323672.071
2267,343674.5075
2268,399080.4278
2269,168800.3234
2270,198858.137
2271,218471.2076
2272,212652.7228
2273,164007.7506
2274,174817.2899
2275,174717.6712
2276,192778.3914
2277,193596.1714
2278,162251.3124
2279,139223.4893
2280,107324.5943
2281,172865.8813
2282,176636.4067
2283,102201.9176
2284,132314.1901
2285,141120.6253
2286,126273.1845
2287,370987.2606
2288,280237.1305
2289,313772.6273
2290,418299.3942
2291,340113.6887
2292,410654.352
2293,419746.1256
2294,390047.5265
2295,424251.5297
2296,255355.9486
2297,366718.9644
2298,368665.6666
2299,339808.7815
2300,317638.4763
2301,317764.4544
2302,240690.9789
2303,243534.3742
2304,238529.737
2305,181579.0706
2306,181579.8347
2307,187426.2894
2308,211096.9855
2309,310582.2109
2310,196130.2547
2311,193647.7617
2312,189903.037
2313,181755.9878
2314,178271.8104
2315,182486.0294
2316,202319.244
2317,188457.9716
2318,188693.9327
2319,192283.5858
2320,196832.1732
2321,249408.4133
2322,199543.0304
2323,207876.017
2324,200242.8104
2325,220963.6691
2326,189096.8173
2327,216980.1654
2328,219587.0422
2329,189822.3404
2330,177390.8997
2331,292973.8898
2332,384346.6714
2333,284815.5932
2334,244642.4572
2335,287662.4074
2336,273065.0227
2337,205187.1431
2338,240554.3131
2339,230057.6294
2340,389147.993
2341,223560.3041
2342,239314.0237
2343,228957.5738
2344,225775.1834
2345,237470.5527
2346,211688.9192
2347,197703.5542
2348,238938.0487
2349,0
2350,323693.684
2351,282995.8041
2352,243023.848
2353,250367.5862
2354,144011.157
2355,168956.1352
2356,162340.9994
2357,207407.9388
2358,198302.0508
2359,119400.0046
2360,123594.6943
2361,149678.2576
2362,262908.4155
2363,154486.3509
2364,174841.4379
2365,215305.6909
2366,191764.9862
2367,214537.6289
2368,221032.0842
2369,210795.4913
2370,150714.481
2371,152268.038
2372,194979.5793
2373,284400.3303
2374,321726.3061
2375,238260.1621
2376,271916.445
2377,315056.76
2378,161716.3376
2379,223758.1463
2380,146553.4636
2381,166470.781
2382,205352.3089
2383,205932.862
2384,243127.2417
2385,164431.6384
2386,137822.6677
2387,134173.1861
2388,0
2389,120488.3514
2390,140314.797
2391,130484.4129
2392,114692.193
2393,165144.644
2394,146059.1651
2395,199121.9741
2396,147684.2467
2397,206492.904
2398,101846.5399
2399,33902.33366
2400,48278.63502
2401,118353.8656
2402,136947.2844
2403,138400.4516
2404,136509.6198
2405,145905.7545
2406,143120.2401
2407,127334.8056
2408,147972.1318
2409,118748.1441
2410,172575.4157
2411,117074.5338
2412,148626.9155
2413,129236.4432
2414,180037.8167
2415,127058.7598
2416,129107.2574
2417,134809.1704
2418,131811.0793
2419,114798.1089
2420,113873.2157
2421,146255.6348
2422,112671.3583
2423,108490.8353
2424,154156.3868
2425,244379.0414
2426,137939.9181
2427,137971.2549
2428,167641.144
2429,112921.5591
2430,144449.048
2431,112848.3743
2432,135482.7078
2433,125209.7452
2434,138717.7661
2435,141628.4599
2436,0
2437,103981.2054
2438,108659.3883
2439,126500.067
2440,124892.0157
2441,101172.3084
2442,97371.03094
2443,129267.9389
2444,115761.2611
2445,68149.52949
2446,135066.5723
2447,223556.4614
2448,148063.9202
2449,105862.4045
2450,158334.5181
2451,122958.0076
2452,211598.5358
2453,0
2454,0
2455,131612.6172
2456,127185.3084
2457,118744.5871
2458,129606.7741
2459,103056.311
2460,142791.8564
2461,130892.711
2462,117897.956
2463,122001.5001
2464,196207.0039
2465,138445.3146
2466,100536.2935
2467,155414.9205
2468,83418.21466
2469,74419.24301
2470,208063.2509
2471,203060.8002
2472,175913.8955
2473,102549.7216
2474,69836.94278
2475,225906.0467
2476,103796.7299
2477,103786.7214
2478,153325.4783
2479,99162.13533
2480,164363.574
2481,125760.4452
2482,130489.4401
2483,111510.4775
2484,126636.6622
2485,131804.1775
2486,141800.108
2487,199302.2559
2488,158432.7191
2489,145012.7411
2490,144978.7659
2491,0
2492,178093.5819
2493,162549.7259
2494,162496.7724
2495,109448.9989
2496,232031.7356
2497,155279.778
2498,102743.1528
2499,0
2500,125333.1871
2501,134358.8063
2502,140039.8626
2503,89265.81753
2504,178853.2152
2505,228662.6515
2506,245925.1783
2507,281129.1598
2508,246329.0408
2509,225535.4961
2510,224412.866
2511,196020.6612
2512,241810.4841
2513,224716.7993
2514,281911.2882
2515,138421.8671
2516,175352.4124
2517,145976.2856
2518,146894.4879
2519,245096.6506
2520,218817.3452
2521,206751.7169
2522,223813.4962
2523,121490.046
2524,119947.7146
2525,135139.2065
2526,142436.5051
2527,125385.0282
2528,116258.0484
2529,152107.7151
2530,122810.1255
2531,251590.9007
2532,232877.5736
2533,209344.4208
2534,248281.9719
2535,277106.1226
2536,244015.4101
2537,251120.5379
2538,197336.457
2539,209188.7287
2540,180698.7239
2541,196199.5481
2542,176048.2422
2543,134931.1302
2544,114104.7732
2545,130367.9142
2546,148870.6175
2547,146817.9406
2548,0
2549,160975.0753
2550,613575.6647
2551,157347.2002
2552,141598.56
2553,0
2554,97308.13436
2555,113830.7249
2556,83159.15055
2557,100810.8571
2558,180566.1259
2559,129841.824
2560,136120.4344
2561,145563.7669
2562,130699.6942
2563,138063.6708
2564,173986.8285
2565,0
2566,123561.4886
2567,103232.5104
2568,173799.6251
2569,181054.7228
2570,106039.5613
2571,166763.9709
2572,189500.3307
2573,201751.5585
2574,296482.3756
2575,137147.6346
2576,136629.1181
2577,0
2578,94273.94977
2579,0
2580,121010.3528
2581,125741.3763
2582,135461.4455
2583,245453.0283
2584,173726.3078
2585,175641.5163
2586,214917.344
2587,197408.0552
2588,132711.8521
2589,148272.4889
2590,206539.4927
2591,231611.3806
2592,215667.1313
2593,262927.7171
2594,187461.5679
2595,245705.0979
2596,267621.4515
2597,221134.0163
2598,291652.368
2599,381685.7659
2600,0
2601,170303.3532
2602,60358.79195
2603,78692.44586
2604,72877.11733
2605,58542.14088
2606,136877.0646
2607,203455.4549
2608,203252.7252
2609,160529.9366
2610,103998.4888
2611,128786.098
2612,155161.1342
2613,132814.7502
2614,116317.9584
2615,159970.9035
2616,144098.6918
2617,185637.2103
2618,247434.0848
2619,217057.3038
2620,173470.3471
2621,177877.3686
2622,183276.2565
2623,239258.3932
2624,267155.6169
2625,276501.6413
2626,160984.2696
2627,165865.4251
2628,414522.9742
2629,458467.7116
2630,345394.792
2631,402574.9536
2632,378980.1334
2633,300579.6114
2634,390259.8613
2635,156670.504
2636,191326.1313
2637,221133.6657
2638,255649.0116
2639,191867.8359
2640,150512.8509
2641,91305.53709
2642,180403.7703
2643,107259.7317
2644,119533.3929
2645,104658.8167
2646,89365.46499
2647,95308.60073
2648,125612.8864
2649,163624.2639
2650,147979.42
2651,130695.4891
2652,370495.7213
2653,247996.8393
2654,260541.029
2655,387427.176
2656,307994.9521
2657,353406.3494
2658,326213.2296
2659,324838.9536
2660,346972.2595
2661,347037.6316
2662,375544.0294
2663,254722.6345
2664,308982.7333
2665,313932.0271
2666,285920.5843
2667,181451.0605
2668,198069.0669
2669,189287.0441
2670,270176.6682
2671,197624.3215
2672,199125.7064
2673,202657.1825
2674,201770.1056
2675,195165.0141
2676,208259.0244
2677,194534.6484
2678,251179.3324
2679,253814.7231
2680,273590.0946
2681,382392.4021
2682,280484.0403
2683,452628.8598
2684,305846.9021
2685,296351.8609
2686,245648.3222
2687,291535.973
2688,221383.7344
2689,209692.9646
2690,381636.1377
2691,198426.0008
2692,151115.1016
2693,210431.0169
2694,149438.5233
2695,208058.1622
2696,199908.7176
2697,192523.6907
2698,201491.2706
2699,176648.8315
2700,155495.9747
2701,157572.5434
2702,121694.7123
2703,0
2704,139708.1152
2705,108884.7619
2706,111398.1669
2707,129606.131
2708,124079.5879
2709,104884.1698
2710,122770.3592
2711,282160.4898
2712,361728.0935
2713,173285.9551
2714,153049.7601
2715,160904.9639
2716,152397.8418
2717,200875.2596
2718,220921.014
2719,147257.2581
2720,186562.2957
2721,130797.9889
2722,169287.5084
2723,161846.4748
2724,137706.0329
2725,124195.5781
2726,142459.2203
2727,183315.6754
2728,178837.7932
2729,134711.3716
2730,146649.0823
2731,131023.4755
2732,122060.144
2733,164235.3806
2734,169172.2395
2735,130654.0931
2736,143560.5946
2737,111458.1901
2738,132358.6174
2739,137805.6169
2740,142594.6441
2741,137828.9196
2742,159468.7367
2743,138449.994
2744,154317.4244
2745,153923.1912
2746,124718.5112
2747,170042.215
2748,125699.6178
2749,114204.6692
2750,134643.5199
2751,118286.5082
2752,230975.0268
2753,160417.6536
2754,222403.9703
2755,140324.3526
2756,82862.42541
2757,61949.39486
2758,67533.97264
2759,157742.0489
2760,108071.9406
2761,125048.6001
2762,139579.8863
2763,192307.2237
2764,0
2765,283388.8998
2766,129237.9004
2767,0
2768,115648.2931
2769,111080.1189
2770,160579.6258
2771,107332.7584
2772,93097.86742
2773,164962.1504
2774,142719.2231
2775,110836.2596
2776,136007.2875
2777,150469.1366
2778,129336.3656
2779,134039.9285
2780,113276.2088
2781,100492.3367
2782,92853.2957
2783,82073.60539
2784,126598.9342
2785,129926.3298
2786,46527.03729
2787,125976.4296
2788,56944.1373
2789,177723.6559
2790,89901.98542
2791,113126.7049
2792,36236.28309
2793,164109.7302
2794,85024.86946
2795,115085.2837
2796,86226.42939
2797,209034.8535
2798,106500.6678
2799,112027.3859
2800,73657.54498
2801,117520.3681
2802,128252.9666
2803,165571.0086
2804,0
2805,0
2806,77595.91417
2807,178974.788
2808,136508.37
2809,127322.0384
2810,131242.6986
2811,160550.8753
2812,166294.588
2813,151219.6638
2814,147332.5923
2815,98812.97414
2816,224927.4968
2817,149996.5629
2818,128545.521
2819,194093.5744
2820,124561.4153
2821,93817.27062
2822,188256.8205
2823,297000.9141
2824,165920.9607
2825,0
2826,140324.9199
2827,138461.4106
2828,261752.341
2829,211272.0939
2830,227203.497
2831,203164.5829
2832,224812.9042
2833,337158.2062
2834,246896.3229
2835,241545.7832
2836,210772.2657
2837,172648.9025
2838,145291.5003
2839,178918.6681
2840,204141.6953
2841,209167.7467
2842,232021.57
2843,157218.3574
2844,159901.8916
2845,122584.771
2846,210882.2567
2847,203038.4628
2848,222710.4903
2849,217169.9152
2850,271675.7479
2851,228366.0033
2852,221259.239
2853,240327.9521
2854,150134.5819
2855,211124.3168
2856,220011.7079
2857,210305.2527
2858,213352.0622
2859,119430.1193
2860,108727.8256
2861,142910.0721
2862,213056.2248
2863,146912.1164
2864,278104.1416
2865,155416.3485
2866,174151.998
2867,86059.19318
2868,107353.0129
2869,113511.3147
2870,131730.2831
2871,81798.47054
2872,16600.79858
2873,92339.60832
2874,131221.7398
2875,134753.8407
2876,166189.4901
2877,137614.2097
2878,173743.5703
2879,126330.2005
2880,86372.85951
2881,137208.0744
2882,159828.0482
2883,177504.9492
2884,177337.4558
2885,167680.2935
2886,201512.0265
2887,125753.5583
2888,128926.8052
2889,47768.09471
2890,72266.40688
2891,148250.4745
2892,0
2893,111381.6001
2894,41872.29459
2895,324939.3059
2896,277628.6575
2897,220676.4163
2898,168299.4181
2899,249365.416
2900,161625.5108
2901,222439.9172
2902,203246.8554
2903,303975.3619
2904,343067.3354
2905,0
2906,205451.1494
2907,119137.9889
2908,126375.6754
2909,148768.4374
2910,59637.59382
2911,67164.35617
2912,157629.9809
2913,66848.59483
2914,59728.12781
2915,72580.03854
2916,75981.56305
2917,154043.3313
2918,107571.3375
2919,224898.9552
